Date,Branch,Customer type,Gender,Product line,Unit price,Quantity,Payment,Rating
3/19/2024,Manhattan,Normal,Female,Electronics,75.06,9,Ewallet,6.2
3/19/2024,Queens,Normal,Male,Sports & Travel,99.24,9,Ewallet,9
3/19/2024,Queens,Member,Female,Electronics,88.55,8,Ewallet,4.7
3/19/2024,Queens,Normal,Female,Electronics,26.61,2,Cash,4.2
3/19/2024,Queens,Normal,Female,Electronics,46.2,1,Cash,6.3
3/19/2024,Queens,Normal,Male,Health & Beauty,66.14,4,Credit card,5.6
3/19/2024,Manhattan,Member,Male,Home & Lifestyle,23.29,4,Credit card,5.9
3/19/2024,Manhattan,Normal,Female,Fashion & Accs,15.5,1,Credit card,7.4
3/19/2024,Manhattan,Normal,Male,Electronics,32.71,5,Credit card,9.9
3/20/2024,Brooklyn,Member,Female,Food & Beverages,20.87,3,Credit card,8
3/20/2024,Manhattan,Member,Female,Sports & Travel,38.72,9,Ewallet,4.2
3/20/2024,Brooklyn,Normal,Male,Fashion & Accs,99.25,2,Cash,9
3/20/2024,Manhattan,Member,Male,Electronics,74.51,6,Ewallet,5
3/20/2024,Brooklyn,Normal,Male,Home & Lifestyle,92.36,5,Ewallet,4.9
3/20/2024,Brooklyn,Member,Male,Food & Beverages,79.91,3,Credit card,5
3/20/2024,Manhattan,Member,Female,Food & Beverages,91.61,1,Cash,9.8
3/20/2024,Manhattan,Normal,Male,Home & Lifestyle,93.96,9,Cash,9.8
3/20/2024,Queens,Member,Male,Sports & Travel,25.25,5,Cash,6.1
3/20/2024,Queens,Member,Male,Fashion & Accs,70.99,10,Cash,5.7
3/20/2024,Queens,Member,Female,Home & Lifestyle,83.17,6,Cash,7.3
3/20/2024,Manhattan,Member,Male,Sports & Travel,44.02,10,Credit card,9.6
3/20/2024,Manhattan,Normal,Male,Food & Beverages,43.25,2,Cash,6.2
3/20/2024,Brooklyn,Member,Male,Fashion & Accs,33.63,1,Cash,5.6
3/20/2024,Brooklyn,Normal,Male,Sports & Travel,75.92,8,Cash,5.5
3/21/2024,Manhattan,Member,Female,Electronics,26.48,3,Ewallet,4.7
3/21/2024,Manhattan,Normal,Female,Electronics,90.02,8,Credit card,4.5
3/21/2024,Manhattan,Member,Male,Home & Lifestyle,33.84,9,Ewallet,8.8
3/21/2024,Manhattan,Member,Female,Electronics,28.45,5,Credit card,9.1
3/21/2024,Brooklyn,Member,Female,Sports & Travel,49.49,4,Ewallet,6.6
3/21/2024,Queens,Normal,Female,Food & Beverages,57.29,6,Ewallet,5.9
3/22/2024,Manhattan,Member,Female,Home & Lifestyle,52.59,8,Credit card,8.5
3/22/2024,Manhattan,Normal,Male,Home & Lifestyle,50.93,8,Ewallet,9.2
3/22/2024,Manhattan,Normal,Female,Food & Beverages,56.56,5,Credit card,4.5
3/22/2024,Manhattan,Normal,Male,Sports & Travel,62.13,6,Cash,7.4
3/22/2024,Manhattan,Normal,Male,Sports & Travel,85.91,5,Credit card,8.6
3/22/2024,Brooklyn,Member,Female,Fashion & Accs,17.87,4,Ewallet,6.5
3/22/2024,Brooklyn,Member,Female,Sports & Travel,88.43,8,Credit card,4.3
3/22/2024,Manhattan,Normal,Male,Electronics,95.15,1,Cash,6
3/22/2024,Brooklyn,Normal,Male,Sports & Travel,37.02,6,Cash,4.5
3/22/2024,Manhattan,Normal,Male,Home & Lifestyle,18.28,1,Credit card,8.3
3/23/2024,Manhattan,Normal,Male,Food & Beverages,52.75,3,Ewallet,9.3
3/23/2024,Manhattan,Normal,Female,Home & Lifestyle,25.29,1,Ewallet,6.1
3/23/2024,Manhattan,Normal,Male,Fashion & Accs,37.15,4,Ewallet,8.3
3/23/2024,Queens,Member,Male,Fashion & Accs,67.39,7,Ewallet,6.9
3/23/2024,Manhattan,Member,Female,Electronics,73.47,10,Ewallet,9.5
3/23/2024,Manhattan,Member,Male,Sports & Travel,15.5,10,Ewallet,8
3/23/2024,Queens,Normal,Female,Health & Beauty,54.92,8,Ewallet,7.6
3/23/2024,Brooklyn,Member,Female,Fashion & Accs,91.54,4,Credit card,4.8
3/23/2024,Queens,Member,Female,Home & Lifestyle,81.2,7,Credit card,8.1
3/23/2024,Queens,Normal,Male,Home & Lifestyle,55.61,7,Cash,8.5
3/23/2024,Manhattan,Normal,Male,Food & Beverages,73.88,6,Ewallet,4.4
3/24/2024,Brooklyn,Member,Female,Fashion & Accs,58.75,6,Credit card,5.9
3/24/2024,Manhattan,Member,Male,Home & Lifestyle,65.94,4,Cash,6
3/24/2024,Queens,Member,Male,Sports & Travel,14.7,5,Ewallet,8.5
3/24/2024,Brooklyn,Normal,Female,Health & Beauty,82.88,5,Credit card,6.6
3/24/2024,Brooklyn,Normal,Female,Sports & Travel,24.77,5,Cash,8.5
3/24/2024,Queens,Normal,Male,Electronics,64.95,10,Cash,5.2
3/24/2024,Queens,Member,Female,Home & Lifestyle,78.38,4,Cash,7.9
3/24/2024,Queens,Normal,Female,Food & Beverages,33.98,9,Cash,4.2
3/24/2024,Manhattan,Member,Female,Home & Lifestyle,70.32,2,Ewallet,9.6
3/24/2024,Queens,Member,Male,Home & Lifestyle,74.86,1,Cash,6.9
3/24/2024,Brooklyn,Normal,Male,Home & Lifestyle,99.92,6,Ewallet,7.1
3/25/2024,Brooklyn,Normal,Female,Sports & Travel,93.31,2,Cash,6.3
3/25/2024,Brooklyn,Normal,Male,Electronics,52.89,4,Ewallet,6.7
3/25/2024,Queens,Normal,Male,Electronics,85.39,7,Ewallet,4.1
3/25/2024,Queens,Normal,Female,Food & Beverages,39.43,6,Credit card,9.4
3/25/2024,Manhattan,Normal,Female,Health & Beauty,15.8,3,Cash,9.5
3/25/2024,Queens,Normal,Male,Fashion & Accs,76.52,5,Cash,9.9
3/25/2024,Manhattan,Normal,Female,Food & Beverages,55.39,4,Ewallet,8
3/25/2024,Manhattan,Member,Male,Electronics,19.32,7,Cash,6.9
3/25/2024,Manhattan,Member,Male,Electronics,36.36,4,Cash,7.6
3/26/2024,Manhattan,Normal,Female,Health & Beauty,64.27,4,Cash,7.7
3/26/2024,Manhattan,Member,Female,Health & Beauty,27.73,5,Credit card,4.2
3/26/2024,Manhattan,Member,Male,Electronics,72.2,7,Ewallet,4.3
3/26/2024,Queens,Member,Male,Health & Beauty,43.7,2,Cash,4.9
3/26/2024,Manhattan,Member,Male,Fashion & Accs,41.28,3,Credit card,8.5
3/26/2024,Brooklyn,Normal,Female,Electronics,45.71,3,Credit card,7.7
3/26/2024,Brooklyn,Member,Female,Home & Lifestyle,12.29,9,Credit card,8
3/26/2024,Brooklyn,Member,Female,Sports & Travel,39.12,1,Credit card,9.6
3/26/2024,Manhattan,Normal,Male,Fashion & Accs,52.38,1,Cash,5.8
3/26/2024,Queens,Member,Male,Electronics,84.25,2,Credit card,5.3
3/26/2024,Queens,Member,Male,Fashion & Accs,48.71,1,Cash,4.1
3/26/2024,Queens,Normal,Female,Food & Beverages,16.31,9,Ewallet,8.4
3/26/2024,Manhattan,Member,Female,Health & Beauty,10.69,5,Ewallet,7.6
3/27/2024,Manhattan,Normal,Female,Food & Beverages,52.34,3,Cash,9.2
3/27/2024,Manhattan,Member,Male,Food & Beverages,49.38,7,Credit card,7.3
3/27/2024,Brooklyn,Normal,Male,Sports & Travel,93.39,6,Ewallet,10
3/27/2024,Manhattan,Member,Male,Home & Lifestyle,44.34,2,Cash,5.8
3/27/2024,Manhattan,Normal,Male,Health & Beauty,32.46,8,Credit card,4.9
3/27/2024,Brooklyn,Member,Female,Food & Beverages,29.15,3,Credit card,7.3
3/27/2024,Brooklyn,Member,Male,Electronics,55.67,2,Ewallet,6
3/27/2024,Manhattan,Member,Female,Food & Beverages,79.54,2,Ewallet,6.2
3/27/2024,Brooklyn,Normal,Male,Food & Beverages,32.32,3,Credit card,4.3
3/27/2024,Queens,Member,Male,Fashion & Accs,99.82,9,Cash,6.6
3/28/2024,Manhattan,Normal,Male,Electronics,26.02,7,Cash,5.1
3/28/2024,Queens,Normal,Female,Electronics,47.65,3,Credit card,9.5
3/28/2024,Brooklyn,Normal,Female,Fashion & Accs,30.37,3,Ewallet,5.1
3/28/2024,Manhattan,Member,Female,Fashion & Accs,71.46,7,Ewallet,4.5
3/28/2024,Manhattan,Normal,Female,Food & Beverages,71.68,3,Credit card,9.2
3/28/2024,Manhattan,Member,Male,Health & Beauty,10.08,7,Cash,4.2
3/28/2024,Manhattan,Member,Male,Food & Beverages,51.34,5,Credit card,9.1
3/28/2024,Manhattan,Normal,Male,Food & Beverages,58.26,6,Cash,9.9
3/28/2024,Queens,Member,Female,Food & Beverages,38.6,3,Ewallet,7.5
3/28/2024,Queens,Member,Female,Food & Beverages,49.79,4,Credit card,6.4
3/29/2024,Brooklyn,Normal,Male,Health & Beauty,71.77,7,Cash,8.9
3/29/2024,Brooklyn,Normal,Male,Health & Beauty,87.87,10,Ewallet,5.1
3/29/2024,Queens,Member,Male,Electronics,82.34,10,Ewallet,4.3
3/29/2024,Manhattan,Member,Female,Home & Lifestyle,72.42,3,Ewallet,8.2
3/29/2024,Brooklyn,Member,Male,Health & Beauty,54.86,5,Ewallet,9.8
3/29/2024,Queens,Normal,Male,Electronics,28.84,4,Cash,6.4
3/29/2024,Manhattan,Normal,Female,Health & Beauty,71.38,10,Cash,5.7
3/29/2024,Brooklyn,Member,Male,Health & Beauty,61.29,5,Cash,7
3/30/2024,Queens,Member,Male,Electronics,96.82,3,Cash,6.7
3/30/2024,Brooklyn,Member,Male,Health & Beauty,97.22,9,Ewallet,6
3/30/2024,Manhattan,Member,Female,Electronics,64.44,5,Cash,6.6
3/30/2024,Manhattan,Normal,Female,Sports & Travel,89.48,5,Cash,7.4
3/30/2024,Brooklyn,Member,Male,Food & Beverages,93.4,2,Cash,5.5
3/30/2024,Manhattan,Normal,Female,Sports & Travel,40.23,7,Cash,9.6
3/30/2024,Brooklyn,Member,Male,Health & Beauty,72.57,8,Cash,4.6
3/30/2024,Queens,Member,Female,Food & Beverages,72.52,8,Credit card,4
3/30/2024,Queens,Member,Female,Fashion & Accs,10.18,8,Credit card,9.5
3/30/2024,Manhattan,Member,Female,Home & Lifestyle,34.42,6,Ewallet,7.5
3/30/2024,Queens,Normal,Male,Health & Beauty,70.21,6,Cash,7.4
4/1/2024,Queens,Member,Male,Electronics,37.06,4,Ewallet,9.7
4/1/2024,Brooklyn,Member,Male,Electronics,87.87,9,Ewallet,5.6
4/1/2024,Brooklyn,Normal,Male,Electronics,45.35,6,Ewallet,6.1
4/1/2024,Manhattan,Member,Male,Electronics,66.35,1,Credit card,9.7
4/1/2024,Queens,Member,Female,Food & Beverages,87.48,6,Ewallet,5.1
4/1/2024,Manhattan,Member,Female,Food & Beverages,14.23,5,Credit card,4.4
4/1/2024,Queens,Normal,Female,Electronics,23.07,9,Cash,4.9
4/1/2024,Queens,Member,Female,Home & Lifestyle,80.79,9,Credit card,9.5
4/1/2024,Brooklyn,Member,Female,Electronics,26.26,7,Cash,9.9
4/1/2024,Queens,Normal,Female,Fashion & Accs,62.18,10,Ewallet,6
4/1/2024,Brooklyn,Normal,Male,Fashion & Accs,69.08,2,Credit card,6.9
4/1/2024,Manhattan,Member,Female,Health & Beauty,77.68,4,Cash,8.4
4/1/2024,Manhattan,Member,Male,Fashion & Accs,43.13,10,Credit card,5.5
4/1/2024,Brooklyn,Normal,Female,Fashion & Accs,25.56,7,Cash,7.1
4/1/2024,Queens,Member,Female,Fashion & Accs,83.35,2,Credit card,9.5
4/1/2024,Manhattan,Member,Female,Health & Beauty,18.33,1,Cash,4.3
4/1/2024,Queens,Normal,Male,Health & Beauty,17.41,5,Credit card,4.9
4/1/2024,Brooklyn,Member,Male,Health & Beauty,75.37,8,Credit card,8.4
4/1/2024,Brooklyn,Member,Male,Sports & Travel,79.93,6,Cash,5.5
4/1/2024,Manhattan,Member,Male,Sports & Travel,69.52,7,Credit card,8.5
4/2/2024,Queens,Member,Female,Food & Beverages,47.27,6,Cash,8.8
4/2/2024,Manhattan,Member,Male,Electronics,20.89,2,Cash,9.8
4/2/2024,Brooklyn,Normal,Female,Health & Beauty,58.24,9,Cash,9.7
4/2/2024,Manhattan,Member,Male,Food & Beverages,87.9,1,Ewallet,6.7
4/2/2024,Queens,Member,Female,Health & Beauty,68.6,10,Cash,9.1
4/2/2024,Queens,Member,Female,Health & Beauty,98.21,3,Credit card,7.8
4/2/2024,Queens,Normal,Male,Health & Beauty,89.75,1,Credit card,6.6
4/2/2024,Brooklyn,Normal,Male,Electronics,22.95,10,Ewallet,8.2
4/2/2024,Brooklyn,Member,Female,Food & Beverages,20.01,9,Ewallet,4.1
4/2/2024,Queens,Member,Female,Food & Beverages,99.42,4,Ewallet,7.5
4/2/2024,Brooklyn,Member,Male,Health & Beauty,25.9,10,Ewallet,8.7
4/2/2024,Queens,Member,Female,Health & Beauty,28.5,8,Cash,6.6
4/2/2024,Queens,Normal,Female,Food & Beverages,52.42,1,Credit card,6.3
4/2/2024,Brooklyn,Member,Male,Electronics,50.45,6,Credit card,8.9
4/2/2024,Manhattan,Normal,Female,Health & Beauty,35.68,5,Credit card,6.6
4/2/2024,Manhattan,Normal,Female,Electronics,28.96,1,Credit card,6.2
4/2/2024,Manhattan,Normal,Male,Health & Beauty,89.6,8,Ewallet,6.6
4/2/2024,Brooklyn,Member,Female,Sports & Travel,16.49,2,Ewallet,4.6
4/2/2024,Queens,Member,Male,Fashion & Accs,69.33,2,Ewallet,9.7
4/2/2024,Manhattan,Member,Female,Sports & Travel,75.2,3,Ewallet,4.8
4/2/2024,Manhattan,Member,Male,Home & Lifestyle,25.91,6,Ewallet,8.7
4/2/2024,Queens,Member,Male,Fashion & Accs,96.98,4,Ewallet,9.4
4/2/2024,Queens,Member,Male,Home & Lifestyle,35.81,5,Ewallet,7.9
4/2/2024,Manhattan,Member,Female,Home & Lifestyle,37.44,6,Credit card,5.9
4/2/2024,Brooklyn,Member,Female,Fashion & Accs,14.48,4,Ewallet,4.5
4/3/2024,Brooklyn,Member,Female,Sports & Travel,16.49,2,Ewallet,4.6
4/3/2024,Queens,Member,Male,Fashion & Accs,69.33,2,Ewallet,9.7
4/3/2024,Brooklyn,Normal,Female,Health & Beauty,58.24,9,Cash,9.7
4/3/2024,Manhattan,Member,Female,Sports & Travel,75.2,3,Ewallet,4.8
4/3/2024,Queens,Member,Female,Health & Beauty,68.6,10,Cash,9.1
4/3/2024,Queens,Member,Female,Health & Beauty,98.21,3,Credit card,7.8
4/3/2024,Manhattan,Member,Male,Home & Lifestyle,25.91,6,Ewallet,8.7
4/3/2024,Queens,Normal,Male,Health & Beauty,89.75,1,Credit card,6.6
4/3/2024,Queens,Member,Male,Fashion & Accs,96.98,4,Ewallet,9.4
4/3/2024,Queens,Member,Male,Home & Lifestyle,35.81,5,Ewallet,7.9
4/3/2024,Brooklyn,Member,Male,Health & Beauty,25.9,10,Ewallet,8.7
4/3/2024,Manhattan,Member,Female,Home & Lifestyle,37.44,6,Credit card,5.9
4/3/2024,Brooklyn,Member,Female,Fashion & Accs,14.48,4,Ewallet,4.5
4/3/2024,Queens,Member,Female,Health & Beauty,28.5,8,Cash,6.6
4/3/2024,Manhattan,Normal,Female,Health & Beauty,35.68,5,Credit card,6.6
4/3/2024,Manhattan,Member,Male,Food & Beverages,35.04,9,Ewallet,4.6
4/3/2024,Queens,Normal,Male,Food & Beverages,21.58,1,Ewallet,7.2
4/3/2024,Brooklyn,Member,Female,Electronics,81.4,3,Cash,4.8
4/3/2024,Manhattan,Member,Male,Food & Beverages,31.84,1,Cash,7.7
4/3/2024,Queens,Member,Female,Food & Beverages,21.08,3,Cash,7.3
4/3/2024,Queens,Normal,Female,Electronics,12.45,6,Cash,4.1
4/4/2024,Queens,Normal,Male,Fashion & Accs,62.12,10,Cash,5.9
4/4/2024,Manhattan,Normal,Female,Sports & Travel,94.76,4,Ewallet,7.8
4/4/2024,Brooklyn,Member,Female,Electronics,39.48,1,Cash,6.5
4/4/2024,Queens,Member,Female,Food & Beverages,87.1,10,Credit card,9.9
4/4/2024,Queens,Member,Male,Fashion & Accs,52.35,1,Cash,4
4/4/2024,Brooklyn,Normal,Male,Fashion & Accs,94.87,8,Ewallet,8.7
4/4/2024,Brooklyn,Member,Male,Home & Lifestyle,60.38,10,Cash,6
4/4/2024,Manhattan,Normal,Female,Electronics,46.95,5,Ewallet,7.1
4/4/2024,Manhattan,Normal,Male,Health & Beauty,25.43,6,Ewallet,7
4/4/2024,Manhattan,Member,Female,Sports & Travel,71.63,2,Ewallet,8.8
4/4/2024,Manhattan,Member,Male,Electronics,76.82,1,Ewallet,7.2
4/4/2024,Brooklyn,Member,Female,Sports & Travel,20.18,4,Credit card,5
4/4/2024,Queens,Member,Female,Fashion & Accs,92.98,2,Credit card,8
4/4/2024,Brooklyn,Member,Female,Fashion & Accs,29.56,5,Cash,6.9
4/4/2024,Queens,Normal,Female,Fashion & Accs,22.51,7,Credit card,4.8
4/4/2024,Queens,Member,Female,Food & Beverages,14.87,2,Credit card,8.9
4/4/2024,Manhattan,Member,Male,Electronics,32.25,4,Ewallet,6.5
4/4/2024,Brooklyn,Normal,Male,Sports & Travel,13.69,6,Cash,6.3
4/4/2024,Manhattan,Member,Male,Health & Beauty,91.3,1,Ewallet,9.2
4/4/2024,Manhattan,Normal,Male,Sports & Travel,44.65,3,Cash,6.2
4/4/2024,Brooklyn,Member,Male,Health & Beauty,75.74,4,Cash,7.6
4/4/2024,Brooklyn,Member,Female,Sports & Travel,60.08,7,Credit card,4.5
4/4/2024,Queens,Member,Male,Food & Beverages,27.66,10,Credit card,8.9
4/5/2024,Queens,Normal,Male,Health & Beauty,33.64,8,Credit card,9.3
4/5/2024,Queens,Member,Male,Health & Beauty,68.55,4,Credit card,9.2
4/5/2024,Queens,Member,Female,Sports & Travel,24.74,3,Credit card,10
4/5/2024,Manhattan,Normal,Male,Health & Beauty,15.26,6,Ewallet,9.8
4/5/2024,Brooklyn,Member,Male,Sports & Travel,88.31,1,Credit card,5.2
4/5/2024,Brooklyn,Normal,Female,Electronics,88.25,9,Credit card,7.6
4/5/2024,Brooklyn,Normal,Male,Health & Beauty,57.59,6,Cash,5.1
4/5/2024,Queens,Member,Female,Fashion & Accs,80.48,3,Cash,8.1
4/5/2024,Brooklyn,Member,Male,Home & Lifestyle,17.77,5,Credit card,5.4
4/5/2024,Queens,Member,Female,Fashion & Accs,99.3,10,Credit card,6.6
4/5/2024,Manhattan,Normal,Male,Fashion & Accs,51.94,3,Cash,7.9
4/5/2024,Queens,Member,Female,Health & Beauty,47.71,6,Ewallet,4.4
4/5/2024,Manhattan,Member,Male,Food & Beverages,24.82,7,Credit card,7.1
4/5/2024,Queens,Member,Male,Electronics,12.05,5,Ewallet,5.5
4/5/2024,Brooklyn,Normal,Male,Sports & Travel,51.91,10,Cash,8.2
4/5/2024,Brooklyn,Normal,Female,Fashion & Accs,36.51,9,Cash,4.2
4/5/2024,Brooklyn,Member,Male,Fashion & Accs,60.18,4,Credit card,9.4
4/5/2024,Queens,Member,Female,Fashion & Accs,97.79,7,Ewallet,4.9
4/5/2024,Brooklyn,Member,Male,Fashion & Accs,91.35,1,Cash,6.8
4/5/2024,Queens,Normal,Female,Sports & Travel,46.66,9,Ewallet,5.3
4/5/2024,Brooklyn,Member,Female,Electronics,35.74,8,Ewallet,4.9
4/5/2024,Queens,Member,Female,Sports & Travel,67.99,7,Ewallet,5.7
4/5/2024,Manhattan,Member,Female,Home & Lifestyle,88.79,8,Cash,4.1
4/5/2024,Queens,Normal,Male,Electronics,11.81,5,Cash,9.4
4/5/2024,Manhattan,Member,Male,Food & Beverages,80.96,8,Credit card,7.4
4/5/2024,Brooklyn,Member,Male,Electronics,87.45,6,Credit card,8.8
4/5/2024,Manhattan,Normal,Male,Electronics,34.56,5,Ewallet,9.9
4/5/2024,Manhattan,Normal,Male,Food & Beverages,32.9,3,Credit card,9.1
4/6/2024,Brooklyn,Member,Female,Home & Lifestyle,88.39,9,Cash,6.3
4/6/2024,Manhattan,Member,Male,Sports & Travel,88.63,3,Ewallet,6
4/6/2024,Queens,Member,Male,Health & Beauty,85.6,7,Cash,5.3
4/6/2024,Queens,Normal,Female,Sports & Travel,73.98,7,Ewallet,4.1
4/6/2024,Brooklyn,Normal,Male,Sports & Travel,25.31,2,Ewallet,7.2
4/6/2024,Brooklyn,Normal,Female,Health & Beauty,73.41,3,Ewallet,4
4/6/2024,Queens,Normal,Female,Sports & Travel,14.39,2,Credit card,7.2
4/6/2024,Queens,Member,Male,Health & Beauty,46.53,6,Credit card,4.3
4/6/2024,Queens,Normal,Female,Home & Lifestyle,44.01,8,Cash,8.8
4/6/2024,Manhattan,Normal,Male,Health & Beauty,25,1,Ewallet,5.5
4/6/2024,Manhattan,Normal,Male,Health & Beauty,28.95,7,Credit card,6
4/6/2024,Brooklyn,Member,Female,Home & Lifestyle,94.49,8,Ewallet,7.5
4/6/2024,Brooklyn,Member,Male,Home & Lifestyle,30.12,8,Cash,7.7
4/6/2024,Manhattan,Normal,Male,Home & Lifestyle,46.33,7,Credit card,7.4
4/6/2024,Manhattan,Normal,Female,Home & Lifestyle,33.3,9,Ewallet,7.2
4/6/2024,Manhattan,Normal,Female,Health & Beauty,68.71,3,Cash,8.7
4/6/2024,Manhattan,Member,Male,Food & Beverages,18.85,10,Ewallet,5.6
4/6/2024,Brooklyn,Normal,Male,Fashion & Accs,52.42,3,Ewallet,7.5
4/6/2024,Queens,Normal,Female,Electronics,85.98,8,Cash,8.2
4/7/2024,Manhattan,Normal,Male,Electronics,78.31,3,Ewallet,5.4
4/7/2024,Queens,Member,Male,Health & Beauty,65.31,7,Credit card,4.2
4/7/2024,Brooklyn,Member,Male,Fashion & Accs,21.94,5,Ewallet,5.3
4/7/2024,Manhattan,Normal,Female,Fashion & Accs,81.91,2,Cash,7.8
4/7/2024,Queens,Normal,Female,Sports & Travel,83.06,7,Ewallet,4
4/7/2024,Brooklyn,Normal,Male,Health & Beauty,87.98,3,Ewallet,5.1
4/7/2024,Queens,Member,Female,Food & Beverages,78.31,10,Ewallet,6.6
4/7/2024,Brooklyn,Member,Male,Sports & Travel,37.32,9,Ewallet,5.1
4/7/2024,Brooklyn,Normal,Male,Electronics,28.38,5,Cash,9.4
4/7/2024,Manhattan,Member,Female,Sports & Travel,92.13,6,Cash,8.3
4/7/2024,Brooklyn,Normal,Male,Food & Beverages,62.08,7,Ewallet,5.4
4/7/2024,Brooklyn,Normal,Female,Sports & Travel,67.43,5,Ewallet,6.3
4/7/2024,Manhattan,Member,Male,Sports & Travel,15.81,10,Credit card,8.6
4/7/2024,Manhattan,Normal,Female,Health & Beauty,79.74,1,Ewallet,7.3
4/7/2024,Manhattan,Member,Male,Electronics,21.5,9,Credit card,7.8
4/7/2024,Brooklyn,Member,Male,Home & Lifestyle,71.86,8,Credit card,6.2
4/7/2024,Brooklyn,Member,Male,Fashion & Accs,49.92,2,Credit card,7
4/8/2024,Queens,Normal,Male,Home & Lifestyle,37,1,Credit card,7.9
4/8/2024,Queens,Normal,Male,Electronics,84.07,4,Ewallet,4.4
4/8/2024,Brooklyn,Normal,Male,Home & Lifestyle,16.16,2,Ewallet,6.5
4/8/2024,Queens,Normal,Female,Fashion & Accs,16.45,4,Ewallet,5.6
4/8/2024,Queens,Normal,Male,Food & Beverages,99.79,2,Ewallet,8
4/8/2024,Manhattan,Member,Female,Health & Beauty,15.55,9,Cash,5
4/8/2024,Manhattan,Member,Female,Home & Lifestyle,28.31,4,Cash,8.2
4/8/2024,Manhattan,Normal,Male,Home & Lifestyle,97.94,1,Ewallet,6.9
4/8/2024,Queens,Normal,Male,Electronics,22.21,6,Credit card,8.6
4/8/2024,Brooklyn,Normal,Male,Home & Lifestyle,50.28,5,Ewallet,9.7
4/8/2024,Manhattan,Normal,Male,Electronics,97.16,1,Ewallet,7.2
4/8/2024,Queens,Member,Male,Food & Beverages,17.04,4,Ewallet,7
4/8/2024,Queens,Normal,Female,Electronics,15.28,5,Cash,9.6
4/8/2024,Manhattan,Normal,Male,Home & Lifestyle,33.99,6,Credit card,7.7
4/8/2024,Manhattan,Normal,Female,Fashion & Accs,61.77,5,Cash,6.7
4/8/2024,Queens,Normal,Male,Food & Beverages,43.27,2,Ewallet,5.7
4/9/2024,Queens,Normal,Female,Fashion & Accs,37.55,10,Credit card,9.3
4/9/2024,Queens,Normal,Female,Health & Beauty,81.3,6,Ewallet,5.3
4/9/2024,Queens,Normal,Female,Health & Beauty,46.26,6,Credit card,9.5
4/9/2024,Brooklyn,Member,Female,Electronics,93.96,4,Cash,9.5
4/9/2024,Manhattan,Normal,Male,Health & Beauty,51.71,4,Credit card,9.8
4/9/2024,Queens,Member,Female,Food & Beverages,98.97,9,Cash,6.7
4/9/2024,Brooklyn,Member,Male,Sports & Travel,99.96,9,Credit card,4.2
4/9/2024,Manhattan,Normal,Male,Sports & Travel,60.87,2,Ewallet,8.7
4/9/2024,Manhattan,Member,Male,Health & Beauty,51.94,10,Ewallet,6.5
4/9/2024,Manhattan,Member,Female,Sports & Travel,52.26,10,Credit card,6.2
4/9/2024,Brooklyn,Normal,Male,Fashion & Accs,95.54,7,Credit card,9.6
4/9/2024,Brooklyn,Normal,Female,Electronics,25.45,1,Credit card,5.1
4/9/2024,Brooklyn,Normal,Male,Food & Beverages,18.22,7,Credit card,6.6
4/10/2024,Queens,Member,Male,Health & Beauty,81.95,10,Credit card,6
4/10/2024,Manhattan,Normal,Female,Home & Lifestyle,93.69,7,Credit card,4.5
4/10/2024,Queens,Member,Female,Home & Lifestyle,35.79,9,Credit card,5.1
4/10/2024,Manhattan,Member,Male,Sports & Travel,62.62,5,Ewallet,7
4/10/2024,Manhattan,Normal,Female,Fashion & Accs,87.67,2,Credit card,7.7
4/10/2024,Queens,Normal,Male,Fashion & Accs,45.74,3,Credit card,6.5
4/10/2024,Manhattan,Member,Male,Food & Beverages,10.13,7,Ewallet,8.3
4/10/2024,Brooklyn,Normal,Female,Home & Lifestyle,40.3,2,Ewallet,4.4
4/10/2024,Manhattan,Member,Female,Health & Beauty,68.93,7,Credit card,4.6
4/10/2024,Queens,Normal,Male,Food & Beverages,46.77,6,Cash,6
4/10/2024,Queens,Member,Male,Sports & Travel,34.56,7,Credit card,7.3
4/10/2024,Manhattan,Normal,Male,Health & Beauty,59.77,2,Credit card,5.8
4/10/2024,Manhattan,Normal,Female,Home & Lifestyle,63.42,8,Ewallet,7.4
4/11/2024,Brooklyn,Member,Male,Electronics,72.17,1,Cash,6.1
4/11/2024,Queens,Member,Female,Fashion & Accs,31.9,1,Ewallet,9.1
4/11/2024,Queens,Normal,Male,Fashion & Accs,27.38,6,Credit card,7.9
4/11/2024,Brooklyn,Member,Female,Home & Lifestyle,35.38,9,Credit card,9.6
4/11/2024,Queens,Normal,Female,Fashion & Accs,76.06,3,Credit card,9.8
4/11/2024,Manhattan,Member,Female,Health & Beauty,74.69,7,Ewallet,9.1
4/11/2024,Brooklyn,Normal,Female,Food & Beverages,71.2,1,Credit card,9.2
4/11/2024,Manhattan,Member,Male,Home & Lifestyle,70.74,4,Credit card,4.4
4/11/2024,Manhattan,Normal,Female,Electronics,93.88,7,Credit card,7.3
4/11/2024,Queens,Normal,Female,Health & Beauty,78.89,7,Ewallet,7.5
4/11/2024,Brooklyn,Member,Female,Fashion & Accs,73.96,1,Credit card,5
4/11/2024,Manhattan,Member,Male,Home & Lifestyle,62.65,4,Cash,4.2
4/11/2024,Manhattan,Normal,Female,Home & Lifestyle,42.91,5,Ewallet,6.1
4/11/2024,Brooklyn,Normal,Male,Home & Lifestyle,62.19,4,Ewallet,4.3
4/11/2024,Queens,Normal,Male,Food & Beverages,89.48,10,Credit card,9.6
